Município,Sigla UF,Região,Mês/Ano,Vítimas
Urbano Santos,MA,NORDESTE,abr/19,0
Vargem Grande,MA,NORDESTE,abr/19,0
Viana,MA,NORDESTE,abr/19,2
Vila Nova Dos Martírios,MA,NORDESTE,abr/19,0
Vitória Do Mearim,MA,NORDESTE,abr/19,0
Vitorino Freire,MA,NORDESTE,abr/19,1
Zé Doca,MA,NORDESTE,abr/19,2
Açailândia,MA,NORDESTE,mai/19,6
Afonso Cunha,MA,NORDESTE,mai/19,0
Água Doce Do Maranhão,MA,NORDESTE,mai/19,0
Alcântara,MA,NORDESTE,mai/19,0
Aldeias Altas,MA,NORDESTE,mai/19,0
Altamira Do Maranhão,MA,NORDESTE,mai/19,0
Alto Alegre Do Maranhão,MA,NORDESTE,mai/19,1
Alto Alegre Do Pindaré,MA,NORDESTE,mai/19,0
Alto Parnaíba,MA,NORDESTE,mai/19,0
Amapá Do Maranhão,MA,NORDESTE,mai/19,0
Amarante Do Maranhão,MA,NORDESTE,mai/19,2
Anajatuba,MA,NORDESTE,mai/19,0
Anapurus,MA,NORDESTE,mai/19,0
Apicum-Açu,MA,NORDESTE,mai/19,0
Araguanã,MA,NORDESTE,mai/19,0
Araioses,MA,NORDESTE,mai/19,0
Arame,MA,NORDESTE,mai/19,0
Arari,MA,NORDESTE,mai/19,0
Axixá,MA,NORDESTE,mai/19,1
Bacabal,MA,NORDESTE,mai/19,3
Bacabeira,MA,NORDESTE,mai/19,0
Bacuri,MA,NORDESTE,mai/19,1
Bacurituba,MA,NORDESTE,mai/19,0
Balsas,MA,NORDESTE,mai/19,3
Barão De Grajaú,MA,NORDESTE,mai/19,0
Barra Do Corda,MA,NORDESTE,mai/19,3
Barreirinhas,MA,NORDESTE,mai/19,0
Belágua,MA,NORDESTE,mai/19,0
Bela Vista Do Maranhão,MA,NORDESTE,mai/19,0
Benedito Leite,MA,NORDESTE,mai/19,0
Bequimão,MA,NORDESTE,mai/19,1
Bernardo Do Mearim,MA,NORDESTE,mai/19,0
Boa Vista Do Gurupi,MA,NORDESTE,mai/19,0
Bom Jardim,MA,NORDESTE,mai/19,0
Bom Jesus Das Selvas,MA,NORDESTE,mai/19,2
Bom Lugar,MA,NORDESTE,mai/19,0
Brejo,MA,NORDESTE,mai/19,0
Brejo De Areia,MA,NORDESTE,mai/19,0
Buriti,MA,NORDESTE,mai/19,0
Buriti Bravo,MA,NORDESTE,mai/19,0
Buriticupu,MA,NORDESTE,mai/19,2
Buritirana,MA,NORDESTE,mai/19,0
Cachoeira Grande,MA,NORDESTE,mai/19,0
Cajapió,MA,NORDESTE,mai/19,0
Cajari,MA,NORDESTE,mai/19,0
Campestre Do Maranhão,MA,NORDESTE,mai/19,0
Cândido Mendes,MA,NORDESTE,mai/19,0
Cantanhede,MA,NORDESTE,mai/19,0
Capinzal Do Norte,MA,NORDESTE,mai/19,0
Carolina,MA,NORDESTE,mai/19,0
Carutapera,MA,NORDESTE,mai/19,0
Caxias,MA,NORDESTE,mai/19,4
Cedral,MA,NORDESTE,mai/19,0
Central Do Maranhão,MA,NORDESTE,mai/19,0
Centro Do Guilherme,MA,NORDESTE,mai/19,0
Centro Novo Do Maranhão,MA,NORDESTE,mai/19,0
Chapadinha,MA,NORDESTE,mai/19,3
Cidelândia,MA,NORDESTE,mai/19,0
Codó,MA,NORDESTE,mai/19,2
Coelho Neto,MA,NORDESTE,mai/19,0
Colinas,MA,NORDESTE,mai/19,1
Conceição Do Lago-Açu,MA,NORDESTE,mai/19,0
Coroatá,MA,NORDESTE,mai/19,1
Cururupu,MA,NORDESTE,mai/19,2
Davinópolis,MA,NORDESTE,mai/19,1
Dom Pedro,MA,NORDESTE,mai/19,0
Duque Bacelar,MA,NORDESTE,mai/19,0
Esperantinópolis,MA,NORDESTE,mai/19,0
Estreito,MA,NORDESTE,mai/19,0
Feira Nova Do Maranhão,MA,NORDESTE,mai/19,0
Fernando Falcão,MA,NORDESTE,mai/19,0
Formosa Da Serra Negra,MA,NORDESTE,mai/19,0
Fortaleza Dos Nogueiras,MA,NORDESTE,mai/19,0
Fortuna,MA,NORDESTE,mai/19,0
Godofredo Viana,MA,NORDESTE,mai/19,0
Gonçalves Dias,MA,NORDESTE,mai/19,0
Governador Archer,MA,NORDESTE,mai/19,0
Governador Edison Lobão,MA,NORDESTE,mai/19,0
Governador Eugênio Barros,MA,NORDESTE,mai/19,0
Governador Luiz Rocha,MA,NORDESTE,mai/19,0
Governador Newton Bello,MA,NORDESTE,mai/19,0
Governador Nunes Freire,MA,NORDESTE,mai/19,1
Graça Aranha,MA,NORDESTE,mai/19,0
Grajaú,MA,NORDESTE,mai/19,2
Guimarães,MA,NORDESTE,mai/19,0
Humberto De Campos,MA,NORDESTE,mai/19,4
Icatu,MA,NORDESTE,mai/19,0
Igarapé Do Meio,MA,NORDESTE,mai/19,1
Igarapé Grande,MA,NORDESTE,mai/19,0
Imperatriz,MA,NORDESTE,mai/19,7
Itaipava Do Grajaú,MA,NORDESTE,mai/19,0
Itapecuru Mirim,MA,NORDESTE,mai/19,1
Itinga Do Maranhão,MA,NORDESTE,mai/19,0
Jatobá,MA,NORDESTE,mai/19,0
Jenipapo Dos Vieiras,MA,NORDESTE,mai/19,1
João Lisboa,MA,NORDESTE,mai/19,1
Joselândia,MA,NORDESTE,mai/19,0
Junco Do Maranhão,MA,NORDESTE,mai/19,0
Lago Da Pedra,MA,NORDESTE,mai/19,2
Lago Do Junco,MA,NORDESTE,mai/19,0
Lago Verde,MA,NORDESTE,mai/19,0
Lagoa Do Mato,MA,NORDESTE,mai/19,0
Lago Dos Rodrigues,MA,NORDESTE,mai/19,0
Lagoa Grande Do Maranhão,MA,NORDESTE,mai/19,0
Lajeado Novo,MA,NORDESTE,mai/19,0
Lima Campos,MA,NORDESTE,mai/19,0
Loreto,MA,NORDESTE,mai/19,0
Luís Domingues,MA,NORDESTE,mai/19,0
Magalhães De Almeida,MA,NORDESTE,mai/19,1
Maracaçumé,MA,NORDESTE,mai/19,2
Marajá Do Sena,MA,NORDESTE,mai/19,0
Maranhãozinho,MA,NORDESTE,mai/19,0
Mata Roma,MA,NORDESTE,mai/19,0
Matinha,MA,NORDESTE,mai/19,0
Matões,MA,NORDESTE,mai/19,0
Matões Do Norte,MA,NORDESTE,mai/19,0
Milagres Do Maranhão,MA,NORDESTE,mai/19,0
Mirador,MA,NORDESTE,mai/19,0
Miranda Do Norte,MA,NORDESTE,mai/19,1
Mirinzal,MA,NORDESTE,mai/19,0
Monção,MA,NORDESTE,mai/19,0
Montes Altos,MA,NORDESTE,mai/19,1
Morros,MA,NORDESTE,mai/19,0
Nina Rodrigues,MA,NORDESTE,mai/19,0
Nova Colinas,MA,NORDESTE,mai/19,0
Nova Iorque,MA,NORDESTE,mai/19,0
Nova Olinda Do Maranhão,MA,NORDESTE,mai/19,0
Olho D'Água Das Cunhãs,MA,NORDESTE,mai/19,0
Olinda Nova Do Maranhão,MA,NORDESTE,mai/19,0
Paço Do Lumiar,MA,NORDESTE,mai/19,2
Palmeirândia,MA,NORDESTE,mai/19,0
Paraibano,MA,NORDESTE,mai/19,0
Parnarama,MA,NORDESTE,mai/19,0
Passagem Franca,MA,NORDESTE,mai/19,0
Pastos Bons,MA,NORDESTE,mai/19,1
Paulino Neves,MA,NORDESTE,mai/19,0
Paulo Ramos,MA,NORDESTE,mai/19,1
Pedreiras,MA,NORDESTE,mai/19,0
Pedro Do Rosário,MA,NORDESTE,mai/19,0
Penalva,MA,NORDESTE,mai/19,0
Peri Mirim,MA,NORDESTE,mai/19,2
Peritoró,MA,NORDESTE,mai/19,0
Pindaré-Mirim,MA,NORDESTE,mai/19,0
Pinheiro,MA,NORDESTE,mai/19,5
Pio Xii,MA,NORDESTE,mai/19,1
Pirapemas,MA,NORDESTE,mai/19,0
Poção De Pedras,MA,NORDESTE,mai/19,0
Porto Franco,MA,NORDESTE,mai/19,1
Porto Rico Do Maranhão,MA,NORDESTE,mai/19,0
Presidente Dutra,MA,NORDESTE,mai/19,1
Presidente Juscelino,MA,NORDESTE,mai/19,0
Presidente Médici,MA,NORDESTE,mai/19,0
Presidente Sarney,MA,NORDESTE,mai/19,0
Presidente Vargas,MA,NORDESTE,mai/19,0
Primeira Cruz,MA,NORDESTE,mai/19,0
Raposa,MA,NORDESTE,mai/19,0
Riachão,MA,NORDESTE,mai/19,1
Ribamar Fiquene,MA,NORDESTE,mai/19,0
Rosário,MA,NORDESTE,mai/19,0
Sambaíba,MA,NORDESTE,mai/19,0
Santa Filomena Do Maranhão,MA,NORDESTE,mai/19,0
Santa Helena,MA,NORDESTE,mai/19,0
Santa Inês,MA,NORDESTE,mai/19,2
Santa Luzia,MA,NORDESTE,mai/19,2
Santa Luzia Do Paruá,MA,NORDESTE,mai/19,1
Santa Quitéria Do Maranhão,MA,NORDESTE,mai/19,1
Santa Rita,MA,NORDESTE,mai/19,0
Santana Do Maranhão,MA,NORDESTE,mai/19,1
Santo Amaro Do Maranhão,MA,NORDESTE,mai/19,0
Santo Antônio Dos Lopes,MA,NORDESTE,mai/19,0
São Benedito Do Rio Preto,MA,NORDESTE,mai/19,0
São Bento,MA,NORDESTE,mai/19,1
São Bernardo,MA,NORDESTE,mai/19,0
São Domingos Do Azeitão,MA,NORDESTE,mai/19,0
São Domingos Do Maranhão,MA,NORDESTE,mai/19,0
São Félix De Balsas,MA,NORDESTE,mai/19,0
São Francisco Do Brejão,MA,NORDESTE,mai/19,0
São Francisco Do Maranhão,MA,NORDESTE,mai/19,0
São João Batista,MA,NORDESTE,mai/19,0
São João Do Carú,MA,NORDESTE,mai/19,0
São João Do Paraíso,MA,NORDESTE,mai/19,1
São João Do Soter,MA,NORDESTE,mai/19,2
São João Dos Patos,MA,NORDESTE,mai/19,0
São José De Ribamar,MA,NORDESTE,mai/19,2
São José Dos Basílios,MA,NORDESTE,mai/19,0
São Luís,MA,NORDESTE,mai/19,21
São Luís Gonzaga Do Maranhão,MA,NORDESTE,mai/19,2
São Mateus Do Maranhão,MA,NORDESTE,mai/19,2
São Pedro Da Água Branca,MA,NORDESTE,mai/19,0
São Pedro Dos Crentes,MA,NORDESTE,mai/19,0
São Raimundo Das Mangabeiras,MA,NORDESTE,mai/19,0
São Raimundo Do Doca Bezerra,MA,NORDESTE,mai/19,0
São Roberto,MA,NORDESTE,mai/19,0
São Vicente Ferrer,MA,NORDESTE,mai/19,0
Satubinha,MA,NORDESTE,mai/19,0
Senador Alexandre Costa,MA,NORDESTE,mai/19,0
Senador La Rocque,MA,NORDESTE,mai/19,0
Serrano Do Maranhão,MA,NORDESTE,mai/19,0
Sítio Novo,MA,NORDESTE,mai/19,0
Sucupira Do Norte,MA,NORDESTE,mai/19,0
Sucupira Do Riachão,MA,NORDESTE,mai/19,0
Tasso Fragoso,MA,NORDESTE,mai/19,0
Timbiras,MA,NORDESTE,mai/19,0
Timon,MA,NORDESTE,mai/19,3
Trizidela Do Vale,MA,NORDESTE,mai/19,0
Tufilândia,MA,NORDESTE,mai/19,1
Tuntum,MA,NORDESTE,mai/19,0
Turiaçu,MA,NORDESTE,mai/19,0
Turilândia,MA,NORDESTE,mai/19,2
Tutóia,MA,NORDESTE,mai/19,0
Urbano Santos,MA,NORDESTE,mai/19,0
Vargem Grande,MA,NORDESTE,mai/19,2
Viana,MA,NORDESTE,mai/19,1
Vila Nova Dos Martírios,MA,NORDESTE,mai/19,0
Vitória Do Mearim,MA,NORDESTE,mai/19,1
Vitorino Freire,MA,NORDESTE,mai/19,0
Zé Doca,MA,NORDESTE,mai/19,3
Açailândia,MA,NORDESTE,jun/19,2
Afonso Cunha,MA,NORDESTE,jun/19,0
Água Doce Do Maranhão,MA,NORDESTE,jun/19,0
Alcântara,MA,NORDESTE,jun/19,0
Aldeias Altas,MA,NORDESTE,jun/19,0
Altamira Do Maranhão,MA,NORDESTE,jun/19,0
Alto Alegre Do Maranhão,MA,NORDESTE,jun/19,0
Alto Alegre Do Pindaré,MA,NORDESTE,jun/19,0
Alto Parnaíba,MA,NORDESTE,jun/19,0
Amapá Do Maranhão,MA,NORDESTE,jun/19,0
Amarante Do Maranhão,MA,NORDESTE,jun/19,1
Anajatuba,MA,NORDESTE,jun/19,0
Anapurus,MA,NORDESTE,jun/19,0
Apicum-Açu,MA,NORDESTE,jun/19,0
Araguanã,MA,NORDESTE,jun/19,0
Araioses,MA,NORDESTE,jun/19,0
Arame,MA,NORDESTE,jun/19,0
Arari,MA,NORDESTE,jun/19,0
Axixá,MA,NORDESTE,jun/19,0
Bacabal,MA,NORDESTE,jun/19,1
Bacabeira,MA,NORDESTE,jun/19,0
Bacuri,MA,NORDESTE,jun/19,1
Bacurituba,MA,NORDESTE,jun/19,0
Balsas,MA,NORDESTE,jun/19,4
Barão De Grajaú,MA,NORDESTE,jun/19,0
Barra Do Corda,MA,NORDESTE,jun/19,1
Barreirinhas,MA,NORDESTE,jun/19,0
Belágua,MA,NORDESTE,jun/19,0
Bela Vista Do Maranhão,MA,NORDESTE,jun/19,0
Benedito Leite,MA,NORDESTE,jun/19,0
Bequimão,MA,NORDESTE,jun/19,0
Bernardo Do Mearim,MA,NORDESTE,jun/19,0
Boa Vista Do Gurupi,MA,NORDESTE,jun/19,0
Bom Jardim,MA,NORDESTE,jun/19,2
Bom Jesus Das Selvas,MA,NORDESTE,jun/19,0
Bom Lugar,MA,NORDESTE,jun/19,0
Brejo,MA,NORDESTE,jun/19,0
Brejo De Areia,MA,NORDESTE,jun/19,0
Buriti,MA,NORDESTE,jun/19,2
Buriti Bravo,MA,NORDESTE,jun/19,0
Buriticupu,MA,NORDESTE,jun/19,0
Buritirana,MA,NORDESTE,jun/19,0
Cachoeira Grande,MA,NORDESTE,jun/19,0
Cajapió,MA,NORDESTE,jun/19,0
Cajari,MA,NORDESTE,jun/19,0
Campestre Do Maranhão,MA,NORDESTE,jun/19,0
Cândido Mendes,MA,NORDESTE,jun/19,0
Cantanhede,MA,NORDESTE,jun/19,0
Capinzal Do Norte,MA,NORDESTE,jun/19,0
Carolina,MA,NORDESTE,jun/19,0
Carutapera,MA,NORDESTE,jun/19,1
Caxias,MA,NORDESTE,jun/19,4
Cedral,MA,NORDESTE,jun/19,0
Central Do Maranhão,MA,NORDESTE,jun/19,0
Centro Do Guilherme,MA,NORDESTE,jun/19,0
Centro Novo Do Maranhão,MA,NORDESTE,jun/19,0
Chapadinha,MA,NORDESTE,jun/19,1
Cidelândia,MA,NORDESTE,jun/19,0
Codó,MA,NORDESTE,jun/19,0
Coelho Neto,MA,NORDESTE,jun/19,4
Colinas,MA,NORDESTE,jun/19,1
Conceição Do Lago-Açu,MA,NORDESTE,jun/19,0
Coroatá,MA,NORDESTE,jun/19,3
Cururupu,MA,NORDESTE,jun/19,0
Davinópolis,MA,NORDESTE,jun/19,0
Dom Pedro,MA,NORDESTE,jun/19,0
Duque Bacelar,MA,NORDESTE,jun/19,1
Esperantinópolis,MA,NORDESTE,jun/19,0
Estreito,MA,NORDESTE,jun/19,0
Feira Nova Do Maranhão,MA,NORDESTE,jun/19,0
Fernando Falcão,MA,NORDESTE,jun/19,0
Formosa Da Serra Negra,MA,NORDESTE,jun/19,0
Fortaleza Dos Nogueiras,MA,NORDESTE,jun/19,1
Fortuna,MA,NORDESTE,jun/19,0
Godofredo Viana,MA,NORDESTE,jun/19,0
Gonçalves Dias,MA,NORDESTE,jun/19,1
Governador Archer,MA,NORDESTE,jun/19,0
Governador Edison Lobão,MA,NORDESTE,jun/19,1
Governador Eugênio Barros,MA,NORDESTE,jun/19,1
Governador Luiz Rocha,MA,NORDESTE,jun/19,0
Governador Newton Bello,MA,NORDESTE,jun/19,0
Governador Nunes Freire,MA,NORDESTE,jun/19,1
Graça Aranha,MA,NORDESTE,jun/19,0
Grajaú,MA,NORDESTE,jun/19,1
Guimarães,MA,NORDESTE,jun/19,0
Humberto De Campos,MA,NORDESTE,jun/19,0
Icatu,MA,NORDESTE,jun/19,1
Igarapé Do Meio,MA,NORDESTE,jun/19,0
Igarapé Grande,MA,NORDESTE,jun/19,0
Imperatriz,MA,NORDESTE,jun/19,15
Itaipava Do Grajaú,MA,NORDESTE,jun/19,0
Itapecuru Mirim,MA,NORDESTE,jun/19,2
Itinga Do Maranhão,MA,NORDESTE,jun/19,0
Jatobá,MA,NORDESTE,jun/19,0
Jenipapo Dos Vieiras,MA,NORDESTE,jun/19,0
João Lisboa,MA,NORDESTE,jun/19,2
Joselândia,MA,NORDESTE,jun/19,0
Junco Do Maranhão,MA,NORDESTE,jun/19,0
Lago Da Pedra,MA,NORDESTE,jun/19,0
Lago Do Junco,MA,NORDESTE,jun/19,1
Lago Verde,MA,NORDESTE,jun/19,0
Lagoa Do Mato,MA,NORDESTE,jun/19,0
Lago Dos Rodrigues,MA,NORDESTE,jun/19,0
Lagoa Grande Do Maranhão,MA,NORDESTE,jun/19,0
Lajeado Novo,MA,NORDESTE,jun/19,0
Lima Campos,MA,NORDESTE,jun/19,0
Loreto,MA,NORDESTE,jun/19,0
Luís Domingues,MA,NORDESTE,jun/19,0
Magalhães De Almeida,MA,NORDESTE,jun/19,0
Maracaçumé,MA,NORDESTE,jun/19,2
Marajá Do Sena,MA,NORDESTE,jun/19,0
Maranhãozinho,MA,NORDESTE,jun/19,0
Mata Roma,MA,NORDESTE,jun/19,0
Matinha,MA,NORDESTE,jun/19,0
Matões,MA,NORDESTE,jun/19,0
Matões Do Norte,MA,NORDESTE,jun/19,0
Milagres Do Maranhão,MA,NORDESTE,jun/19,0
Mirador,MA,NORDESTE,jun/19,0
Miranda Do Norte,MA,NORDESTE,jun/19,0
Mirinzal,MA,NORDESTE,jun/19,0
Monção,MA,NORDESTE,jun/19,1
Montes Altos,MA,NORDESTE,jun/19,0
Morros,MA,NORDESTE,jun/19,0
Nina Rodrigues,MA,NORDESTE,jun/19,0
Nova Colinas,MA,NORDESTE,jun/19,0
Nova Iorque,MA,NORDESTE,jun/19,0
Nova Olinda Do Maranhão,MA,NORDESTE,jun/19,1
Olho D'Água Das Cunhãs,MA,NORDESTE,jun/19,0
Olinda Nova Do Maranhão,MA,NORDESTE,jun/19,0
Paço Do Lumiar,MA,NORDESTE,jun/19,2
Palmeirândia,MA,NORDESTE,jun/19,0
Paraibano,MA,NORDESTE,jun/19,0
Parnarama,MA,NORDESTE,jun/19,1
Passagem Franca,MA,NORDESTE,jun/19,1
Pastos Bons,MA,NORDESTE,jun/19,1
Paulino Neves,MA,NORDESTE,jun/19,0
Paulo Ramos,MA,NORDESTE,jun/19,0
Pedreiras,MA,NORDESTE,jun/19,0
Pedro Do Rosário,MA,NORDESTE,jun/19,1
Penalva,MA,NORDESTE,jun/19,1
Peri Mirim,MA,NORDESTE,jun/19,0
Peritoró,MA,NORDESTE,jun/19,0
Pindaré-Mirim,MA,NORDESTE,jun/19,0
Pinheiro,MA,NORDESTE,jun/19,0
Pio Xii,MA,NORDESTE,jun/19,0
Pirapemas,MA,NORDESTE,jun/19,0
Poção De Pedras,MA,NORDESTE,jun/19,0
Porto Franco,MA,NORDESTE,jun/19,1
Porto Rico Do Maranhão,MA,NORDESTE,jun/19,0
Presidente Dutra,MA,NORDESTE,jun/19,2
Presidente Juscelino,MA,NORDESTE,jun/19,0
Presidente Médici,MA,NORDESTE,jun/19,0
Presidente Sarney,MA,NORDESTE,jun/19,0
Presidente Vargas,MA,NORDESTE,jun/19,0
Primeira Cruz,MA,NORDESTE,jun/19,0
Raposa,MA,NORDESTE,jun/19,1
Riachão,MA,NORDESTE,jun/19,0
Ribamar Fiquene,MA,NORDESTE,jun/19,0
Rosário,MA,NORDESTE,jun/19,1
Sambaíba,MA,NORDESTE,jun/19,0
Santa Filomena Do Maranhão,MA,NORDESTE,jun/19,0
Santa Helena,MA,NORDESTE,jun/19,1
Santa Inês,MA,NORDESTE,jun/19,0
Santa Luzia,MA,NORDESTE,jun/19,3
Santa Luzia Do Paruá,MA,NORDESTE,jun/19,2
Santa Quitéria Do Maranhão,MA,NORDESTE,jun/19,0
Santa Rita,MA,NORDESTE,jun/19,3
Santana Do Maranhão,MA,NORDESTE,jun/19,0
Santo Amaro Do Maranhão,MA,NORDESTE,jun/19,0
Santo Antônio Dos Lopes,MA,NORDESTE,jun/19,0
São Benedito Do Rio Preto,MA,NORDESTE,jun/19,0
São Bento,MA,NORDESTE,jun/19,1
São Bernardo,MA,NORDESTE,jun/19,0
São Domingos Do Azeitão,MA,NORDESTE,jun/19,0
São Domingos Do Maranhão,MA,NORDESTE,jun/19,1
São Félix De Balsas,MA,NORDESTE,jun/19,0
São Francisco Do Brejão,MA,NORDESTE,jun/19,0
São Francisco Do Maranhão,MA,NORDESTE,jun/19,0
São João Batista,MA,NORDESTE,jun/19,1
São João Do Carú,MA,NORDESTE,jun/19,1
São João Do Paraíso,MA,NORDESTE,jun/19,0
São João Do Soter,MA,NORDESTE,jun/19,0
São João Dos Patos,MA,NORDESTE,jun/19,0
São José De Ribamar,MA,NORDESTE,jun/19,2
São José Dos Basílios,MA,NORDESTE,jun/19,0
São Luís,MA,NORDESTE,jun/19,17
São Luís Gonzaga Do Maranhão,MA,NORDESTE,jun/19,0
São Mateus Do Maranhão,MA,NORDESTE,jun/19,0
São Pedro Da Água Branca,MA,NORDESTE,jun/19,1
São Pedro Dos Crentes,MA,NORDESTE,jun/19,0
São Raimundo Das Mangabeiras,MA,NORDESTE,jun/19,1
São Raimundo Do Doca Bezerra,MA,NORDESTE,jun/19,0
São Roberto,MA,NORDESTE,jun/19,0
São Vicente Ferrer,MA,NORDESTE,jun/19,0
Satubinha,MA,NORDESTE,jun/19,0
Senador Alexandre Costa,MA,NORDESTE,jun/19,0
Senador La Rocque,MA,NORDESTE,jun/19,0
Serrano Do Maranhão,MA,NORDESTE,jun/19,0
Sítio Novo,MA,NORDESTE,jun/19,0
Sucupira Do Norte,MA,NORDESTE,jun/19,0
Sucupira Do Riachão,MA,NORDESTE,jun/19,0
Tasso Fragoso,MA,NORDESTE,jun/19,1
Timbiras,MA,NORDESTE,jun/19,0
Timon,MA,NORDESTE,jun/19,2
Trizidela Do Vale,MA,NORDESTE,jun/19,0
Tufilândia,MA,NORDESTE,jun/19,0
Tuntum,MA,NORDESTE,jun/19,0
Turiaçu,MA,NORDESTE,jun/19,0
Turilândia,MA,NORDESTE,jun/19,0
Tutóia,MA,NORDESTE,jun/19,0
Urbano Santos,MA,NORDESTE,jun/19,0
Vargem Grande,MA,NORDESTE,jun/19,0
Viana,MA,NORDESTE,jun/19,1
Vila Nova Dos Martírios,MA,NORDESTE,jun/19,1
Vitória Do Mearim,MA,NORDESTE,jun/19,0
Vitorino Freire,MA,NORDESTE,jun/19,2
Zé Doca,MA,NORDESTE,jun/19,2
Açailândia,MA,NORDESTE,jul/19,2
Afonso Cunha,MA,NORDESTE,jul/19,0
Água Doce Do Maranhão,MA,NORDESTE,jul/19,0
Alcântara,MA,NORDESTE,jul/19,0
Aldeias Altas,MA,NORDESTE,jul/19,0
Altamira Do Maranhão,MA,NORDESTE,jul/19,0
Alto Alegre Do Maranhão,MA,NORDESTE,jul/19,1
Alto Alegre Do Pindaré,MA,NORDESTE,jul/19,0
Alto Parnaíba,MA,NORDESTE,jul/19,0
Amapá Do Maranhão,MA,NORDESTE,jul/19,0
Amarante Do Maranhão,MA,NORDESTE,jul/19,0
Anajatuba,MA,NORDESTE,jul/19,0
Anapurus,MA,NORDESTE,jul/19,1
Apicum-Açu,MA,NORDESTE,jul/19,0
Araguanã,MA,NORDESTE,jul/19,0
Araioses,MA,NORDESTE,jul/19,0
Arame,MA,NORDESTE,jul/19,0
Arari,MA,NORDESTE,jul/19,0
Axixá,MA,NORDESTE,jul/19,0
Bacabal,MA,NORDESTE,jul/19,0
Bacabeira,MA,NORDESTE,jul/19,0
Bacuri,MA,NORDESTE,jul/19,1
Bacurituba,MA,NORDESTE,jul/19,0
Balsas,MA,NORDESTE,jul/19,1
Barão De Grajaú,MA,NORDESTE,jul/19,0
Barra Do Corda,MA,NORDESTE,jul/19,2
Barreirinhas,MA,NORDESTE,jul/19,0
Belágua,MA,NORDESTE,jul/19,0
Bela Vista Do Maranhão,MA,NORDESTE,jul/19,0
Benedito Leite,MA,NORDESTE,jul/19,0
Bequimão,MA,NORDESTE,jul/19,0
Bernardo Do Mearim,MA,NORDESTE,jul/19,1
Boa Vista Do Gurupi,MA,NORDESTE,jul/19,0
Bom Jardim,MA,NORDESTE,jul/19,0
Bom Jesus Das Selvas,MA,NORDESTE,jul/19,1
Bom Lugar,MA,NORDESTE,jul/19,0
Brejo,MA,NORDESTE,jul/19,1
Brejo De Areia,MA,NORDESTE,jul/19,0
Buriti,MA,NORDESTE,jul/19,0
Buriti Bravo,MA,NORDESTE,jul/19,1
Buriticupu,MA,NORDESTE,jul/19,0
Buritirana,MA,NORDESTE,jul/19,0
Cachoeira Grande,MA,NORDESTE,jul/19,0
Cajapió,MA,NORDESTE,jul/19,0
Cajari,MA,NORDESTE,jul/19,0
Campestre Do Maranhão,MA,NORDESTE,jul/19,0
Cândido Mendes,MA,NORDESTE,jul/19,0
Cantanhede,MA,NORDESTE,jul/19,1
Capinzal Do Norte,MA,NORDESTE,jul/19,0
Carolina,MA,NORDESTE,jul/19,0
Carutapera,MA,NORDESTE,jul/19,0
Caxias,MA,NORDESTE,jul/19,6
Cedral,MA,NORDESTE,jul/19,0
Central Do Maranhão,MA,NORDESTE,jul/19,0
Centro Do Guilherme,MA,NORDESTE,jul/19,0
Centro Novo Do Maranhão,MA,NORDESTE,jul/19,0
Chapadinha,MA,NORDESTE,jul/19,2
Cidelândia,MA,NORDESTE,jul/19,0
Codó,MA,NORDESTE,jul/19,0
Coelho Neto,MA,NORDESTE,jul/19,1
Colinas,MA,NORDESTE,jul/19,0
Conceição Do Lago-Açu,MA,NORDESTE,jul/19,0
Coroatá,MA,NORDESTE,jul/19,1
Cururupu,MA,NORDESTE,jul/19,0
Davinópolis,MA,NORDESTE,jul/19,1
Dom Pedro,MA,NORDESTE,jul/19,0
Duque Bacelar,MA,NORDESTE,jul/19,0
Esperantinópolis,MA,NORDESTE,jul/19,0
Estreito,MA,NORDESTE,jul/19,0
Feira Nova Do Maranhão,MA,NORDESTE,jul/19,0
Fernando Falcão,MA,NORDESTE,jul/19,0
Formosa Da Serra Negra,MA,NORDESTE,jul/19,1
Fortaleza Dos Nogueiras,MA,NORDESTE,jul/19,0
Fortuna,MA,NORDESTE,jul/19,0
Godofredo Viana,MA,NORDESTE,jul/19,0
Gonçalves Dias,MA,NORDESTE,jul/19,0
Governador Archer,MA,NORDESTE,jul/19,0
Governador Edison Lobão,MA,NORDESTE,jul/19,1
Governador Eugênio Barros,MA,NORDESTE,jul/19,0
Governador Luiz Rocha,MA,NORDESTE,jul/19,0
Governador Newton Bello,MA,NORDESTE,jul/19,0
Governador Nunes Freire,MA,NORDESTE,jul/19,0
Graça Aranha,MA,NORDESTE,jul/19,0
Grajaú,MA,NORDESTE,jul/19,3
Guimarães,MA,NORDESTE,jul/19,0
Humberto De Campos,MA,NORDESTE,jul/19,1
Icatu,MA,NORDESTE,jul/19,1
Igarapé Do Meio,MA,NORDESTE,jul/19,1
Igarapé Grande,MA,NORDESTE,jul/19,0
Imperatriz,MA,NORDESTE,jul/19,7
Itaipava Do Grajaú,MA,NORDESTE,jul/19,0
Itapecuru Mirim,MA,NORDESTE,jul/19,2
Itinga Do Maranhão,MA,NORDESTE,jul/19,0
Jatobá,MA,NORDESTE,jul/19,0
Jenipapo Dos Vieiras,MA,NORDESTE,jul/19,0
João Lisboa,MA,NORDESTE,jul/19,2
Joselândia,MA,NORDESTE,jul/19,0
Junco Do Maranhão,MA,NORDESTE,jul/19,0
