Município,Sigla UF,Região,Mês/Ano,Vítimas
Porto Calvo,AL,NORDESTE,jun/18,5
Rio Largo,AL,NORDESTE,jun/18,6
Rio Largo,AL,NORDESTE,jun/18,2
Roteiro,AL,NORDESTE,jun/18,2
Santa Luzia Do Norte,AL,NORDESTE,jun/18,1
Santana Do Ipanema,AL,NORDESTE,jun/18,2
São Luís Do Quitunde,AL,NORDESTE,jun/18,2
São Miguel Dos Campos,AL,NORDESTE,jun/18,5
São Sebastião,AL,NORDESTE,jun/18,2
Teotônio Vilela,AL,NORDESTE,jun/18,2
União Dos Palmares,AL,NORDESTE,jun/18,1
Viçosa,AL,NORDESTE,jun/18,1
Arapiraca,AL,NORDESTE,jul/18,2
Arapiraca,AL,NORDESTE,jul/18,4
Barra De Santo Antônio,AL,NORDESTE,jul/18,1
Barra De São Miguel,AL,NORDESTE,jul/18,2
Boca Da Mata,AL,NORDESTE,jul/18,1
Cajueiro,AL,NORDESTE,jul/18,1
Chã Preta,AL,NORDESTE,jul/18,1
Coité Do Nóia,AL,NORDESTE,jul/18,1
Colônia Leopoldina,AL,NORDESTE,jul/18,2
Coruripe,AL,NORDESTE,jul/18,1
Delmiro Gouveia,AL,NORDESTE,jul/18,2
Flexeiras,AL,NORDESTE,jul/18,1
Ibateguara,AL,NORDESTE,jul/18,1
Lagoa Da Canoa,AL,NORDESTE,jul/18,1
Maceió,AL,NORDESTE,jul/18,38
Major Isidoro,AL,NORDESTE,jul/18,1
Marechal Deodoro,AL,NORDESTE,jul/18,1
Matriz De Camaragibe,AL,NORDESTE,jul/18,1
Messias,AL,NORDESTE,jul/18,1
Murici,AL,NORDESTE,jul/18,1
Olho D Água Do Casado,AL,NORDESTE,jul/18,1
Palmeira Dos Índios,AL,NORDESTE,jul/18,2
Pariconha,AL,NORDESTE,jul/18,1
Paripueira,AL,NORDESTE,jul/18,1
Penedo,AL,NORDESTE,jul/18,1
Piaçabuçu,AL,NORDESTE,jul/18,1
Pilar,AL,NORDESTE,jul/18,1
Porto Calvo,AL,NORDESTE,jul/18,2
Porto Calvo,AL,NORDESTE,jul/18,1
Quebrangulo,AL,NORDESTE,jul/18,1
Rio Largo,AL,NORDESTE,jul/18,5
São José Da Laje,AL,NORDESTE,jul/18,1
São José Da Tapera,AL,NORDESTE,jul/18,2
São Luís Do Quitunde,AL,NORDESTE,jul/18,1
São Miguel Dos Campos,AL,NORDESTE,jul/18,2
São Miguel Dos Milagres,AL,NORDESTE,jul/18,1
Satuba,AL,NORDESTE,jul/18,1
União Dos Palmares,AL,NORDESTE,jul/18,1
Viçosa,AL,NORDESTE,jul/18,1
Água Branca,AL,NORDESTE,ago/18,1
Anadia,AL,NORDESTE,ago/18,1
Arapiraca,AL,NORDESTE,ago/18,5
Atalaia,AL,NORDESTE,ago/18,1
Campo Alegre,AL,NORDESTE,ago/18,1
Campo Grande,AL,NORDESTE,ago/18,2
Coité Do Nóia,AL,NORDESTE,ago/18,1
Colônia Leopoldina,AL,NORDESTE,ago/18,1
Coruripe,AL,NORDESTE,ago/18,1
Delmiro Gouveia,AL,NORDESTE,ago/18,1
Estrela De Alagoas,AL,NORDESTE,ago/18,1
Feira Grande,AL,NORDESTE,ago/18,1
Girau Do Ponciano,AL,NORDESTE,ago/18,3
Igaci,AL,NORDESTE,ago/18,1
Jequiá Da Praia,AL,NORDESTE,ago/18,1
Junqueiro,AL,NORDESTE,ago/18,2
Maceió,AL,NORDESTE,ago/18,40
Maceió,AL,NORDESTE,ago/18,4
Major Isidoro,AL,NORDESTE,ago/18,1
Maragogi,AL,NORDESTE,ago/18,2
Maravilha,AL,NORDESTE,ago/18,1
Marechal Deodoro,AL,NORDESTE,ago/18,1
Murici,AL,NORDESTE,ago/18,2
Novo Lino,AL,NORDESTE,ago/18,3
Olho D Água Das Flores,AL,NORDESTE,ago/18,1
Palmeira Dos Índios,AL,NORDESTE,ago/18,2
Pão De Açúcar,AL,NORDESTE,ago/18,1
Pariconha,AL,NORDESTE,ago/18,1
Paripueira,AL,NORDESTE,ago/18,1
Passo De Camaragibe,AL,NORDESTE,ago/18,1
Penedo,AL,NORDESTE,ago/18,1
Pilar,AL,NORDESTE,ago/18,3
Piranhas,AL,NORDESTE,ago/18,1
Porto Calvo,AL,NORDESTE,ago/18,1
Porto Real Do Colégio,AL,NORDESTE,ago/18,1
Rio Largo,AL,NORDESTE,ago/18,2
Rio Largo,AL,NORDESTE,ago/18,6
Roteiro,AL,NORDESTE,ago/18,1
Santana Do Ipanema,AL,NORDESTE,ago/18,1
Santana Do Mundaú,AL,NORDESTE,ago/18,1
São José Da Tapera,AL,NORDESTE,ago/18,2
São Sebastião,AL,NORDESTE,ago/18,2
Teotônio Vilela,AL,NORDESTE,ago/18,1
Viçosa,AL,NORDESTE,ago/18,1
Anadia,AL,NORDESTE,set/18,1
Arapiraca,AL,NORDESTE,set/18,5
Atalaia,AL,NORDESTE,set/18,3
Barra De Santo Antônio,AL,NORDESTE,set/18,1
Barra De São Miguel,AL,NORDESTE,set/18,1
Batalha,AL,NORDESTE,set/18,1
Boca Da Mata,AL,NORDESTE,set/18,2
Branquinha,AL,NORDESTE,set/18,1
Campo Alegre,AL,NORDESTE,set/18,1
Canapi,AL,NORDESTE,set/18,2
Colônia Leopoldina,AL,NORDESTE,set/18,2
Coqueiro Seco,AL,NORDESTE,set/18,1
Craíbas,AL,NORDESTE,set/18,2
Delmiro Gouveia,AL,NORDESTE,set/18,1
Feira Grande,AL,NORDESTE,set/18,1
Flexeiras,AL,NORDESTE,set/18,1
Igaci,AL,NORDESTE,set/18,1
Igreja Nova,AL,NORDESTE,set/18,2
Inhapi,AL,NORDESTE,set/18,1
Japaratinga,AL,NORDESTE,set/18,1
Limoeiro De Anadia,AL,NORDESTE,set/18,1
Maceió,AL,NORDESTE,set/18,32
Maceió,AL,NORDESTE,set/18,3
Marechal Deodoro,AL,NORDESTE,set/18,1
Maribondo,AL,NORDESTE,set/18,1
Messias,AL,NORDESTE,set/18,3
Olho D Água Do Casado,AL,NORDESTE,set/18,1
Ouro Branco,AL,NORDESTE,set/18,1
Palmeira Dos Índios,AL,NORDESTE,set/18,3
Penedo,AL,NORDESTE,set/18,2
Pilar,AL,NORDESTE,set/18,1
Pilar,AL,NORDESTE,set/18,2
Porto Real Do Colégio,AL,NORDESTE,set/18,1
Rio Largo,AL,NORDESTE,set/18,5
Roteiro,AL,NORDESTE,set/18,1
Santana Do Mundaú,AL,NORDESTE,set/18,1
São Miguel Dos Campos,AL,NORDESTE,set/18,1
São Miguel Dos Milagres,AL,NORDESTE,set/18,1
São Sebastião,AL,NORDESTE,set/18,1
Satuba,AL,NORDESTE,set/18,1
Senador Rui Palmeira,AL,NORDESTE,set/18,3
Anadia,AL,NORDESTE,out/18,2
Anadia,AL,NORDESTE,out/18,1
Arapiraca,AL,NORDESTE,out/18,3
Atalaia,AL,NORDESTE,out/18,1
Barra De Santo Antônio,AL,NORDESTE,out/18,1
Belo Monte,AL,NORDESTE,out/18,1
Campestre,AL,NORDESTE,out/18,1
Campo Alegre,AL,NORDESTE,out/18,1
Colônia Leopoldina,AL,NORDESTE,out/18,2
Coruripe,AL,NORDESTE,out/18,1
Craíbas,AL,NORDESTE,out/18,1
Flexeiras,AL,NORDESTE,out/18,1
Igaci,AL,NORDESTE,out/18,1
Joaquim Gomes,AL,NORDESTE,out/18,1
Junqueiro,AL,NORDESTE,out/18,1
Maceió,AL,NORDESTE,out/18,28
Maceió,AL,NORDESTE,out/18,8
Maragogi,AL,NORDESTE,out/18,4
Marechal Deodoro,AL,NORDESTE,out/18,3
Matriz De Camaragibe,AL,NORDESTE,out/18,2
Messias,AL,NORDESTE,out/18,3
Murici,AL,NORDESTE,out/18,3
Ouro Branco,AL,NORDESTE,out/18,1
Palmeira Dos Índios,AL,NORDESTE,out/18,2
Pão De Açúcar,AL,NORDESTE,out/18,3
Piranhas,AL,NORDESTE,out/18,2
Porto Real Do Colégio,AL,NORDESTE,out/18,1
Rio Largo,AL,NORDESTE,out/18,7
Santana Do Ipanema,AL,NORDESTE,out/18,1
São José Da Tapera,AL,NORDESTE,out/18,2
São Luís Do Quitunde,AL,NORDESTE,out/18,3
São Miguel Dos Campos,AL,NORDESTE,out/18,1
São Sebastião,AL,NORDESTE,out/18,1
Satuba,AL,NORDESTE,out/18,1
União Dos Palmares,AL,NORDESTE,out/18,1
Arapiraca,AL,NORDESTE,nov/18,2
Atalaia,AL,NORDESTE,nov/18,4
Barra De Santo Antônio,AL,NORDESTE,nov/18,1
Cajueiro,AL,NORDESTE,nov/18,1
Campo Alegre,AL,NORDESTE,nov/18,1
Canapi,AL,NORDESTE,nov/18,2
Capela,AL,NORDESTE,nov/18,1
Carneiros,AL,NORDESTE,nov/18,1
Coité Do Nóia,AL,NORDESTE,nov/18,1
Colônia Leopoldina,AL,NORDESTE,nov/18,3
Coqueiro Seco,AL,NORDESTE,nov/18,1
Craíbas,AL,NORDESTE,nov/18,1
Feira Grande,AL,NORDESTE,nov/18,1
Feliz Deserto,AL,NORDESTE,nov/18,1
Ibateguara,AL,NORDESTE,nov/18,1
Inhapi,AL,NORDESTE,nov/18,1
Jequiá Da Praia,AL,NORDESTE,nov/18,1
Limoeiro De Anadia,AL,NORDESTE,nov/18,3
Maceió,AL,NORDESTE,nov/18,33
Marechal Deodoro,AL,NORDESTE,nov/18,1
Matriz De Camaragibe,AL,NORDESTE,nov/18,1
Murici,AL,NORDESTE,nov/18,2
Olho D Água Das Flores,AL,NORDESTE,nov/18,1
Palmeira Dos Índios,AL,NORDESTE,nov/18,2
Pão De Açúcar,AL,NORDESTE,nov/18,1
Paripueira,AL,NORDESTE,nov/18,1
Penedo,AL,NORDESTE,nov/18,1
Porto Calvo,AL,NORDESTE,nov/18,3
Rio Largo,AL,NORDESTE,nov/18,4
Roteiro,AL,NORDESTE,nov/18,1
São José Da Laje,AL,NORDESTE,nov/18,2
São Luís Do Quitunde,AL,NORDESTE,nov/18,1
São Luís Do Quitunde,AL,NORDESTE,nov/18,2
São Miguel Dos Campos,AL,NORDESTE,nov/18,2
Senador Rui Palmeira,AL,NORDESTE,nov/18,1
Taquarana,AL,NORDESTE,nov/18,1
Arapiraca,AL,NORDESTE,dez/18,8
Atalaia,AL,NORDESTE,dez/18,2
Barra De São Miguel,AL,NORDESTE,dez/18,1
Batalha,AL,NORDESTE,dez/18,2
Boca Da Mata,AL,NORDESTE,dez/18,1
Cajueiro,AL,NORDESTE,dez/18,1
Campestre,AL,NORDESTE,dez/18,1
Campo Alegre,AL,NORDESTE,dez/18,4
Colônia Leopoldina,AL,NORDESTE,dez/18,1
Coqueiro Seco,AL,NORDESTE,dez/18,1
Coruripe,AL,NORDESTE,dez/18,1
Delmiro Gouveia,AL,NORDESTE,dez/18,1
Flexeiras,AL,NORDESTE,dez/18,2
Girau Do Ponciano,AL,NORDESTE,dez/18,2
Ibateguara,AL,NORDESTE,dez/18,1
Igaci,AL,NORDESTE,dez/18,1
Igreja Nova,AL,NORDESTE,dez/18,1
Inhapi,AL,NORDESTE,dez/18,1
Jaramataia,AL,NORDESTE,dez/18,1
Joaquim Gomes,AL,NORDESTE,dez/18,1
Jundiá,AL,NORDESTE,dez/18,1
Junqueiro,AL,NORDESTE,dez/18,1
Maceió,AL,NORDESTE,dez/18,2
Maceió,AL,NORDESTE,dez/18,31
Marechal Deodoro,AL,NORDESTE,dez/18,3
Matriz De Camaragibe,AL,NORDESTE,dez/18,1
Messias,AL,NORDESTE,dez/18,2
Murici,AL,NORDESTE,dez/18,1
Palmeira Dos Índios,AL,NORDESTE,dez/18,3
Paulo Jacinto,AL,NORDESTE,dez/18,1
Piaçabuçu,AL,NORDESTE,dez/18,1
Pilar,AL,NORDESTE,dez/18,2
Porto Calvo,AL,NORDESTE,dez/18,3
Porto Real Do Colégio,AL,NORDESTE,dez/18,1
Rio Largo,AL,NORDESTE,dez/18,3
Roteiro,AL,NORDESTE,dez/18,1
Santa Luzia Do Norte,AL,NORDESTE,dez/18,2
Santa Luzia Do Norte,AL,NORDESTE,dez/18,1
Santana Do Ipanema,AL,NORDESTE,dez/18,3
São Brás,AL,NORDESTE,dez/18,1
São José Da Laje,AL,NORDESTE,dez/18,1
São José Da Tapera,AL,NORDESTE,dez/18,2
São Miguel Dos Campos,AL,NORDESTE,dez/18,1
São Sebastião,AL,NORDESTE,dez/18,1
Satuba,AL,NORDESTE,dez/18,1
Taquarana,AL,NORDESTE,dez/18,1
Teotônio Vilela,AL,NORDESTE,dez/18,3
União Dos Palmares,AL,NORDESTE,dez/18,2
Viçosa,AL,NORDESTE,dez/18,1
Anadia,AL,NORDESTE,jan/19,1
Arapiraca,AL,NORDESTE,jan/19,3
Arapiraca,AL,NORDESTE,jan/19,10
Atalaia,AL,NORDESTE,jan/19,2
Barra De São Miguel,AL,NORDESTE,jan/19,1
Boca Da Mata,AL,NORDESTE,jan/19,1
Canapi,AL,NORDESTE,jan/19,1
Capela,AL,NORDESTE,jan/19,2
Coité Do Nóia,AL,NORDESTE,jan/19,1
Coruripe,AL,NORDESTE,jan/19,1
Craíbas,AL,NORDESTE,jan/19,1
Delmiro Gouveia,AL,NORDESTE,jan/19,1
Feliz Deserto,AL,NORDESTE,jan/19,1
Flexeiras,AL,NORDESTE,jan/19,2
Ibateguara,AL,NORDESTE,jan/19,1
Inhapi,AL,NORDESTE,jan/19,2
Jacaré Dos Homens,AL,NORDESTE,jan/19,1
Japaratinga,AL,NORDESTE,jan/19,1
Joaquim Gomes,AL,NORDESTE,jan/19,1
Junqueiro,AL,NORDESTE,jan/19,1
Lagoa Da Canoa,AL,NORDESTE,jan/19,1
Limoeiro De Anadia,AL,NORDESTE,jan/19,1
Maceió,AL,NORDESTE,jan/19,26
Maceió,AL,NORDESTE,jan/19,4
Maragogi,AL,NORDESTE,jan/19,3
Marechal Deodoro,AL,NORDESTE,jan/19,3
Mata Grande,AL,NORDESTE,jan/19,1
Matriz De Camaragibe,AL,NORDESTE,jan/19,2
Monteirópolis,AL,NORDESTE,jan/19,2
Monteirópolis,AL,NORDESTE,jan/19,2
Olho D Água Das Flores,AL,NORDESTE,jan/19,1
Palmeira Dos Índios,AL,NORDESTE,jan/19,1
Penedo,AL,NORDESTE,jan/19,3
Porto Real Do Colégio,AL,NORDESTE,jan/19,1
Quebrangulo,AL,NORDESTE,jan/19,1
Rio Largo,AL,NORDESTE,jan/19,3
Roteiro,AL,NORDESTE,jan/19,1
Santa Luzia Do Norte,AL,NORDESTE,jan/19,1
Santana Do Ipanema,AL,NORDESTE,jan/19,1
Santana Do Mundaú,AL,NORDESTE,jan/19,1
São Luís Do Quitunde,AL,NORDESTE,jan/19,1
União Dos Palmares,AL,NORDESTE,jan/19,2
Viçosa,AL,NORDESTE,jan/19,1
Arapiraca,AL,NORDESTE,fev/19,8
Atalaia,AL,NORDESTE,fev/19,3
Barra De São Miguel,AL,NORDESTE,fev/19,1
Boca Da Mata,AL,NORDESTE,fev/19,3
Branquinha,AL,NORDESTE,fev/19,1
Cajueiro,AL,NORDESTE,fev/19,3
Campestre,AL,NORDESTE,fev/19,1
Campo Alegre,AL,NORDESTE,fev/19,1
Canapi,AL,NORDESTE,fev/19,1
Capela,AL,NORDESTE,fev/19,3
Carneiros,AL,NORDESTE,fev/19,1
Colônia Leopoldina,AL,NORDESTE,fev/19,2
Coruripe,AL,NORDESTE,fev/19,1
Delmiro Gouveia,AL,NORDESTE,fev/19,1
Estrela De Alagoas,AL,NORDESTE,fev/19,1
Limoeiro De Anadia,AL,NORDESTE,fev/19,1
Maceió,AL,NORDESTE,fev/19,30
Maceió,AL,NORDESTE,fev/19,2
Major Isidoro,AL,NORDESTE,fev/19,1
Marechal Deodoro,AL,NORDESTE,fev/19,1
Mata Grande,AL,NORDESTE,fev/19,2
Matriz De Camaragibe,AL,NORDESTE,fev/19,3
Messias,AL,NORDESTE,fev/19,1
Olho D Água Das Flores,AL,NORDESTE,fev/19,1
Olho D Água Do Casado,AL,NORDESTE,fev/19,1
Palmeira Dos Índios,AL,NORDESTE,fev/19,1
Penedo,AL,NORDESTE,fev/19,1
Piranhas,AL,NORDESTE,fev/19,2
Porto Calvo,AL,NORDESTE,fev/19,2
Santa Luzia Do Norte,AL,NORDESTE,fev/19,1
São José Da Laje,AL,NORDESTE,fev/19,1
São Luís Do Quitunde,AL,NORDESTE,fev/19,1
São Miguel Dos Campos,AL,NORDESTE,fev/19,2
São Sebastião,AL,NORDESTE,fev/19,2
Satuba,AL,NORDESTE,fev/19,1
Taquarana,AL,NORDESTE,fev/19,1
Teotônio Vilela,AL,NORDESTE,fev/19,1
União Dos Palmares,AL,NORDESTE,fev/19,1
Viçosa,AL,NORDESTE,fev/19,3
Arapiraca,AL,NORDESTE,mar/19,4
Atalaia,AL,NORDESTE,mar/19,2
Barra De São Miguel,AL,NORDESTE,mar/19,1
Boca Da Mata,AL,NORDESTE,mar/19,1
Campo Alegre,AL,NORDESTE,mar/19,2
Canapi,AL,NORDESTE,mar/19,1
Carneiros,AL,NORDESTE,mar/19,1
Colônia Leopoldina,AL,NORDESTE,mar/19,3
Coqueiro Seco,AL,NORDESTE,mar/19,2
Coruripe,AL,NORDESTE,mar/19,1
Craíbas,AL,NORDESTE,mar/19,1
Delmiro Gouveia,AL,NORDESTE,mar/19,4
Feira Grande,AL,NORDESTE,mar/19,1
Flexeiras,AL,NORDESTE,mar/19,1
Girau Do Ponciano,AL,NORDESTE,mar/19,1
Inhapi,AL,NORDESTE,mar/19,2
Jaramataia,AL,NORDESTE,mar/19,1
Joaquim Gomes,AL,NORDESTE,mar/19,1
Junqueiro,AL,NORDESTE,mar/19,1
Lagoa Da Canoa,AL,NORDESTE,mar/19,2
Maceió,AL,NORDESTE,mar/19,26
Major Isidoro,AL,NORDESTE,mar/19,1
Maragogi,AL,NORDESTE,mar/19,2
Maravilha,AL,NORDESTE,mar/19,1
Matriz De Camaragibe,AL,NORDESTE,mar/19,1
Messias,AL,NORDESTE,mar/19,1
Novo Lino,AL,NORDESTE,mar/19,1
Olho D Água Das Flores,AL,NORDESTE,mar/19,1
Olho D Água Do Casado,AL,NORDESTE,mar/19,1
Pão De Açúcar,AL,NORDESTE,mar/19,1
Penedo,AL,NORDESTE,mar/19,1
Pilar,AL,NORDESTE,mar/19,1
Porto Calvo,AL,NORDESTE,mar/19,2
Rio Largo,AL,NORDESTE,mar/19,5
Santa Luzia Do Norte,AL,NORDESTE,mar/19,1
Santana Do Ipanema,AL,NORDESTE,mar/19,1
São José Da Laje,AL,NORDESTE,mar/19,1
São José Da Tapera,AL,NORDESTE,mar/19,1
Satuba,AL,NORDESTE,mar/19,1
Senador Rui Palmeira,AL,NORDESTE,mar/19,1
Taquarana,AL,NORDESTE,mar/19,1
Teotônio Vilela,AL,NORDESTE,mar/19,2
Traipu,AL,NORDESTE,mar/19,1
União Dos Palmares,AL,NORDESTE,mar/19,5
Viçosa,AL,NORDESTE,mar/19,1
Anadia,AL,NORDESTE,abr/19,1
Arapiraca,AL,NORDESTE,abr/19,9
Arapiraca,AL,NORDESTE,abr/19,2
Atalaia,AL,NORDESTE,abr/19,3
Barra De Santo Antônio,AL,NORDESTE,abr/19,1
Batalha,AL,NORDESTE,abr/19,1
Boca Da Mata,AL,NORDESTE,abr/19,1
Campo Alegre,AL,NORDESTE,abr/19,3
Canapi,AL,NORDESTE,abr/19,1
Capela,AL,NORDESTE,abr/19,2
Colônia Leopoldina,AL,NORDESTE,abr/19,4
Coruripe,AL,NORDESTE,abr/19,1
Craíbas,AL,NORDESTE,abr/19,1
Estrela De Alagoas,AL,NORDESTE,abr/19,1
Ibateguara,AL,NORDESTE,abr/19,1
Igreja Nova,AL,NORDESTE,abr/19,2
Igreja Nova,AL,NORDESTE,abr/19,1
Jaramataia,AL,NORDESTE,abr/19,1
Lagoa Da Canoa,AL,NORDESTE,abr/19,1
Maceió,AL,NORDESTE,abr/19,2
Maceió,AL,NORDESTE,abr/19,23
Major Isidoro,AL,NORDESTE,abr/19,1
Maragogi,AL,NORDESTE,abr/19,3
Marechal Deodoro,AL,NORDESTE,abr/19,5
Maribondo,AL,NORDESTE,abr/19,1
Messias,AL,NORDESTE,abr/19,2
Olivença,AL,NORDESTE,abr/19,1
Palmeira Dos Índios,AL,NORDESTE,abr/19,1
Penedo,AL,NORDESTE,abr/19,2
Piaçabuçu,AL,NORDESTE,abr/19,1
Pilar,AL,NORDESTE,abr/19,2
Porto Calvo,AL,NORDESTE,abr/19,1
Porto Real Do Colégio,AL,NORDESTE,abr/19,3
Rio Largo,AL,NORDESTE,abr/19,3
Santana Do Ipanema,AL,NORDESTE,abr/19,1
São José Da Laje,AL,NORDESTE,abr/19,1
São Miguel Dos Campos,AL,NORDESTE,abr/19,1
Satuba,AL,NORDESTE,abr/19,1
Senador Rui Palmeira,AL,NORDESTE,abr/19,1
União Dos Palmares,AL,NORDESTE,abr/19,4
Arapiraca,AL,NORDESTE,mai/19,5
Barra De Santo Antônio,AL,NORDESTE,mai/19,3
Batalha,AL,NORDESTE,mai/19,1
Boca Da Mata,AL,NORDESTE,mai/19,1
Cajueiro,AL,NORDESTE,mai/19,1
Campo Alegre,AL,NORDESTE,mai/19,2
Carneiros,AL,NORDESTE,mai/19,2
Colônia Leopoldina,AL,NORDESTE,mai/19,1
Coruripe,AL,NORDESTE,mai/19,2
Delmiro Gouveia,AL,NORDESTE,mai/19,1
Ibateguara,AL,NORDESTE,mai/19,2
Igaci,AL,NORDESTE,mai/19,1
Jacaré Dos Homens,AL,NORDESTE,mai/19,1
Japaratinga,AL,NORDESTE,mai/19,1
Lagoa Da Canoa,AL,NORDESTE,mai/19,1
Maceió,AL,NORDESTE,mai/19,2
Maceió,AL,NORDESTE,mai/19,23
Maragogi,AL,NORDESTE,mai/19,3
Marechal Deodoro,AL,NORDESTE,mai/19,3
Mata Grande,AL,NORDESTE,mai/19,1
Murici,AL,NORDESTE,mai/19,2
Palmeira Dos Índios,AL,NORDESTE,mai/19,2
Palmeira Dos Índios,AL,NORDESTE,mai/19,4
Pariconha,AL,NORDESTE,mai/19,1
Paripueira,AL,NORDESTE,mai/19,1
Paulo Jacinto,AL,NORDESTE,mai/19,1
Penedo,AL,NORDESTE,mai/19,3
Pilar,AL,NORDESTE,mai/19,2
Porto Calvo,AL,NORDESTE,mai/19,2
Rio Largo,AL,NORDESTE,mai/19,5
Roteiro,AL,NORDESTE,mai/19,1
Santana Do Ipanema,AL,NORDESTE,mai/19,2
São Brás,AL,NORDESTE,mai/19,2
São Luís Do Quitunde,AL,NORDESTE,mai/19,1
São Miguel Dos Campos,AL,NORDESTE,mai/19,3
São Miguel Dos Milagres,AL,NORDESTE,mai/19,1
São Sebastião,AL,NORDESTE,mai/19,1
Satuba,AL,NORDESTE,mai/19,2
União Dos Palmares,AL,NORDESTE,mai/19,2
Arapiraca,AL,NORDESTE,jun/19,6
Atalaia,AL,NORDESTE,jun/19,1
Atalaia,AL,NORDESTE,jun/19,2
Cacimbinhas,AL,NORDESTE,jun/19,1
Cajueiro,AL,NORDESTE,jun/19,1
Campo Alegre,AL,NORDESTE,jun/19,2
Canapi,AL,NORDESTE,jun/19,1
Colônia Leopoldina,AL,NORDESTE,jun/19,2
Delmiro Gouveia,AL,NORDESTE,jun/19,1
Estrela De Alagoas,AL,NORDESTE,jun/19,1
Feira Grande,AL,NORDESTE,jun/19,1
Flexeiras,AL,NORDESTE,jun/19,1
Igaci,AL,NORDESTE,jun/19,1
Igreja Nova,AL,NORDESTE,jun/19,1
Joaquim Gomes,AL,NORDESTE,jun/19,1
Junqueiro,AL,NORDESTE,jun/19,1
Maceió,AL,NORDESTE,jun/19,15
Maragogi,AL,NORDESTE,jun/19,3
Marechal Deodoro,AL,NORDESTE,jun/19,2
Olho D Água Das Flores,AL,NORDESTE,jun/19,2
Pão De Açúcar,AL,NORDESTE,jun/19,3
Passo De Camaragibe,AL,NORDESTE,jun/19,3
Penedo,AL,NORDESTE,jun/19,2
Pilar,AL,NORDESTE,jun/19,1
Piranhas,AL,NORDESTE,jun/19,1
Poço Das Trincheiras,AL,NORDESTE,jun/19,2
Rio Largo,AL,NORDESTE,jun/19,2
Rio Largo,AL,NORDESTE,jun/19,2
Santana Do Ipanema,AL,NORDESTE,jun/19,1
São José Da Tapera,AL,NORDESTE,jun/19,1
São Miguel Dos Campos,AL,NORDESTE,jun/19,2
São Sebastião,AL,NORDESTE,jun/19,2
Tanque D Arca,AL,NORDESTE,jun/19,1
Traipu,AL,NORDESTE,jun/19,1
União Dos Palmares,AL,NORDESTE,jun/19,3
Arapiraca,AL,NORDESTE,jul/19,5
Batalha,AL,NORDESTE,jul/19,1
Branquinha,AL,NORDESTE,jul/19,1
Campo Grande,AL,NORDESTE,jul/19,1
Capela,AL,NORDESTE,jul/19,1
Colônia Leopoldina,AL,NORDESTE,jul/19,1
Coruripe,AL,NORDESTE,jul/19,2
Craíbas,AL,NORDESTE,jul/19,1
Delmiro Gouveia,AL,NORDESTE,jul/19,1
Feira Grande,AL,NORDESTE,jul/19,1
Flexeiras,AL,NORDESTE,jul/19,1
Inhapi,AL,NORDESTE,jul/19,2
Joaquim Gomes,AL,NORDESTE,jul/19,3
Lagoa Da Canoa,AL,NORDESTE,jul/19,1
Maceió,AL,NORDESTE,jul/19,21
Maceió,AL,NORDESTE,jul/19,2
Marechal Deodoro,AL,NORDESTE,jul/19,2
Matriz De Camaragibe,AL,NORDESTE,jul/19,1
Minador Do Negrão,AL,NORDESTE,jul/19,2
Murici,AL,NORDESTE,jul/19,1
Olho D Água Das Flores,AL,NORDESTE,jul/19,1
Palmeira Dos Índios,AL,NORDESTE,jul/19,1
Paulo Jacinto,AL,NORDESTE,jul/19,2
Penedo,AL,NORDESTE,jul/19,1
Piranhas,AL,NORDESTE,jul/19,3
Porto Calvo,AL,NORDESTE,jul/19,3
Rio Largo,AL,NORDESTE,jul/19,4
Santa Luzia Do Norte,AL,NORDESTE,jul/19,1
São José Da Laje,AL,NORDESTE,jul/19,1
São Luís Do Quitunde,AL,NORDESTE,jul/19,1
São Miguel Dos Campos,AL,NORDESTE,jul/19,2
São Sebastião,AL,NORDESTE,jul/19,1
União Dos Palmares,AL,NORDESTE,jul/19,2
Viçosa,AL,NORDESTE,jul/19,2
Arapiraca,AL,NORDESTE,ago/19,4
Atalaia,AL,NORDESTE,ago/19,2
Batalha,AL,NORDESTE,ago/19,1
Boca Da Mata,AL,NORDESTE,ago/19,1
Branquinha,AL,NORDESTE,ago/19,1
Cajueiro,AL,NORDESTE,ago/19,1
Campo Alegre,AL,NORDESTE,ago/19,1
Canapi,AL,NORDESTE,ago/19,1
Capela,AL,NORDESTE,ago/19,1
Colônia Leopoldina,AL,NORDESTE,ago/19,2
Coruripe,AL,NORDESTE,ago/19,2
Delmiro Gouveia,AL,NORDESTE,ago/19,2
Delmiro Gouveia,AL,NORDESTE,ago/19,1
Girau Do Ponciano,AL,NORDESTE,ago/19,2
Igaci,AL,NORDESTE,ago/19,1
Igreja Nova,AL,NORDESTE,ago/19,2
Jacuípe,AL,NORDESTE,ago/19,1
Japaratinga,AL,NORDESTE,ago/19,2
Jaramataia,AL,NORDESTE,ago/19,1
Maceió,AL,NORDESTE,ago/19,11
Maceió,AL,NORDESTE,ago/19,2
Maragogi,AL,NORDESTE,ago/19,2
Maribondo,AL,NORDESTE,ago/19,1
Messias,AL,NORDESTE,ago/19,1
Murici,AL,NORDESTE,ago/19,2
Novo Lino,AL,NORDESTE,ago/19,2
Olho D Água Grande,AL,NORDESTE,ago/19,1
Palmeira Dos Índios,AL,NORDESTE,ago/19,1
Piaçabuçu,AL,NORDESTE,ago/19,1
Pilar,AL,NORDESTE,ago/19,3
